"_lw_parser_record_number",keys,values,description,_lw_parser_content_type,_lw_parser_id,type,enabled,matching,search_terms,display_type,_lw_parser_absolute_resource_name,_lw_parser_parsing_depth,createdAt,effective_range,score,ruleName,param_keys,id,updatedAt,_lw_parser_type,_lw_parser_max_parsing_depth,groups,param_values,field_name,_lw_parser_resource_name,_lw_parser_diagnostic_id,param_policies,field_values
0,banner,"<a href=""//www.verizonwireless.com/connected-devices/samsung-gear-s/?intcmp=INT-SEA-NON-AC-galaxy_gear_s-092614-DE-SR-DV-T"" campaign-code=""intcmp=INT-SEA-NON-AC-galaxy_gear_s-092614-DE-SR-DV-T"" search-banner=""galaxy gear s""><img src='https://ss7.vzw.com/is/image/VerizonWireless/d-search-banner-gear-s?$jpeg80$&scl=1' alt='The Next Big Thing is Here, SAMSUNG GEAR S' title='The Next Big Thing is Here, SAMSUNG GEAR S' style='width:100%'></a>",galaxy gear s,application/json,876154d9-f821-4d76-b481-ed8bf7c38c6f,response_value,false,keywords,gears,Banner,"null,unknown#0",1,2018-09-24T22:56:08.900Z,,1.0,gears-desktop,,6c972e98-3263-4fc6-9398-30d5c75f300c,2019-08-13T01:17:01.240Z,json,16,rules-global,,,unknown,91b4ae4b-54dd-4c9c-ad79-a44a7ef0b0f4,,
0,redirect,https://www.verizonwireless.com/products/nest/?intcmp=INT-SITESEARCH-REDIRECT-NEST,,application/json,876154d9-f821-4d76-b481-ed8bf7c38c6f,response_value,false,keywords,nest,Redirect,"null,unknown#0",1,2018-09-24T22:56:08.900Z,,1.0,Nest redirect,,db2744d0-51b3-487b-ad36-0b2799922c74,2019-09-09T04:26:18.270Z,json,16,rules-global,,,unknown,188ca1b9-00d6-4d83-9c26-92fa7af9643b,,
0,redirect,http://www.verizon.com/about/verizon-foundation/?intcmp=INT-SITESEARCH-REDIRECT-CHARITY,,application/json,876154d9-f821-4d76-b481-ed8bf7c38c6f,response_value,false,keywords,"foundation, charity, charities, donate, donations, donation",Redirect,"null,unknown#0",1,2018-09-24T22:56:08.900Z,,1.0,verizon foundation-redirect,,f3165260-8878-42b8-a80d-9f7dca5eec0a,2019-09-09T04:26:53.640Z,json,16,rules-global,,,unknown,c0c618a1-1ed9-4eb6-9e22-e057e643c943,,
0,redirect,http://www.verizon.com/about/careers/,,application/json,876154d9-f821-4d76-b481-ed8bf7c38c6f,response_value,false,keywords,"careers, career, job, jobs",Redirect,"null,unknown#0",1,2018-09-24T22:56:08.900Z,,1.0,careers-redirect,,c00b7093-9b0a-4a77-8295-c7aea56929ee,2019-09-09T04:28:23.280Z,json,16,rules-global,,,unknown,6e1b281a-cdff-45d8-9e3f-658319ad3e51,,
0,,,Custom rule to identify shop intent,application/json,876154d9-f821-4d76-b481-ed8bf7c38c6f,set_params,true,text,"watch,apple,asus,htc,kyocera,lg,motorola,samsung,certified,hp,sonim,s9,s8,hum,tablet,ipad,hotspot,note,note9,note8,pixel,iphone,moto,galaxy,smartphones,accessories,bundles,prepaid smartphones",Set Params,"null,unknown#0",1,2018-09-24T22:56:08.900Z,,1.0,Shop-Intent Based Query,"bq,bq,bq",dec6aaae-68c1-4770-9ea5-e80c27ff4052,2019-09-09T18:32:22.770Z,json,16,rules-global,"recordIntent:(""Shop"")^10,recordContentType:(""Devices"")^25,recordContentType:(""Accessories"")^10",,unknown,b11d8afa-2c52-4b15-92a1-3c1eab0349ca,"append,append,append",
0,redirect,https://www.verizonwireless.com/products/otterbox/?intcmp=INT-SITESEARCH-REDIRECT-OTTERBOX,,application/json,876154d9-f821-4d76-b481-ed8bf7c38c6f,response_value,false,keywords,"Otterbox, otter box, otterbox case, otterbox cases, otter box case, otter box cases",Redirect,"null,unknown#0",1,2018-09-24T22:56:08.900Z,,1.0,Otterbox,,48220522-8225-4f84-947c-cc10fc092eb0,2019-09-19T14:18:32.180Z,json,16,rules-global,,,unknown,79baefdc-8c2e-4cb1-a224-eab5e0de5514,,
0,redirect,https://www.verizonwireless.com/solutions-and-services/hum/,,application/json,876154d9-f821-4d76-b481-ed8bf7c38c6f,response_value,false,keywords,hum,Redirect,"null,unknown#0",1,2018-09-24T22:56:08.900Z,,1.0,hum redirect,,51bb096a-7f6a-4568-bbc9-e1279c8e1c57,2019-09-19T14:18:36.550Z,json,16,rules-global,,,unknown,f2d0b0cb-9f7f-4e18-857c-b5b27ac10d21,,
0,redirect,https://www.verizonwireless.com/basic-phones/?intcmp=INT-SITESEARCH-REDIRECT-BASICPHONE,,application/json,876154d9-f821-4d76-b481-ed8bf7c38c6f,response_value,false,keywords,"flip phone, flip phones, flip smartphone, flip smartphones, slide phone, slide phones, slide smartphone, qwerty phone, qwerty phones,",Redirect,"null,unknown#0",1,2018-09-24T22:56:08.900Z,,1.0,flip phone,,e24e6771-66e0-458a-9461-308f3a81d78c,2019-09-19T14:22:26.500Z,json,16,rules-global,,,unknown,af12d4cd-a84c-4d54-8a37-19609f1c42d4,,
"",banner,"<a href=""//www.verizonwireless.com/accessories/beats/?intcmp=INT-SEA-NON-CS-beats_by_dre-011215-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-beats_by_dre-011215-DE-SR-LP-T"" search-banner=""beats by dre""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-beats-d-110415?$jpeg100$&scl=1' alt='Beats by Dre' title='Beats by Dre' style='width:100%'></a>",beats by dre,,,response_value,false,keywords,beats,Banner,,,2018-09-24T22:56:08.902Z,,1.0,beats-desktop,,00373202-c1fc-47f2-b348-426789be489d,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/assign-account-manager-roles-faqs/?intcmp=INT-SEA-NON-CS-account_roles-091114-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-CS-account_roles-091114-MO-SR-LP-BO"" search-banner=""account roles - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-mobile-manage-account?$jpeg80$&scl=1' alt='Add a line' title='Add a line' style='width:100%'></a>",account roles - mobile,,,response_value,false,keywords,account,Banner,,,2018-09-24T22:56:08.902Z,,1.0,account-mobile,,00610a0b-f83f-4011-8e17-e39ceb0f3b48,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/smart-home/?intcmp=INT-SEA-NON-CS-smart_home-072914-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-smart_home-072914-DE-SR-LP-T"" search-banner=""smart home""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-smarthome-082615?$jpeg80$&scl=1' alt='Transform your home into a Smart Home' title='Transform your home into a Smart Home' style='width:100%'></a>",smart home,,,response_value,false,keywords,smart home,Banner,,,2018-09-24T22:56:08.902Z,,1.0,smart-home-desktop,,0146b204-c8c8-4843-8ee9-f171f85c070b,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""tel:18002228588?intcmp=INT-SEA-NON-WB-cancel-042415-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-WB-cancel-042415-MO-SR-LP-BO"" search-banner=""cancel - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-mobile-customer?$jpeg80$&scl=1' alt='We are not satisfied until you are.  Talk to us now 1-800-222-8588?' title='We are not satisfied until you are.  Talk to us now 1-800-222-8588?' style='width:100%'></a>",cancel - mobile,,,response_value,false,keywords,final bill,Banner,,,2018-09-24T22:56:08.902Z,,1.0,final-bill-mobile,,016f8ffa-c55d-480d-b21a-a132fc3e3f84,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""http://www.verizonwireless.com/accessories/iphone-6s/?intcmp=INT-SEA-NON-CS-iphone_6s_gng-09092015-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-CS-iphone_6s_gng-09092015-MO-SR-LP-BO"" search-banner=""gtm iphone 6s gng - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/site-search-iphone6s-accy-po-m?$defaultScaleJPG$' alt='iPhone 6s Accessories' title='iPhone 6s Accessories' style='width:100%'></a>",gtm iphone 6s gng - mobile,,,response_value,false,keywords,6s charger,Banner,,,2018-09-24T22:56:08.902Z,,1.0,6s-charger-mobile,,02bd69ce-3f10-4f86-984d-e09a1ee8ae70,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/accessories/?intcmp=INT-SEA-NON-CS-droidturbo2maxx2accessories-102915-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-CS-droidturbo2maxx2accessories-102915-MO-SR-LP-BO"" search-banner=""gtm droid turbo 2 maxx 2 accessories - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/site-search-banner-m-9919-10202015?$defaultScaleJPG$' alt='?Accessorize your DROID Turbo 2 and Maxx 2' title='?Accessorize your DROID Turbo 2 and Maxx 2' style='width:100%'></a>",gtm droid turbo 2 maxx 2 accessories - mobile,,,response_value,false,keywords,droid cases,Banner,,,2018-09-24T22:56:08.902Z,,1.0,droid-cases-mobile,,02c23859-2ff1-4492-96ae-ebf409f7b9e2,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/block-numbers/?intcmp=INT-SEA-NON-SE-block_call-112414-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-block_call-112414-MO-SR-SU-BO"" search-banner=""block call - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-mobile-block-number?$jpeg80$&scl=1' alt='Protect yourself with Block a Number' title='Protect yourself with Block a Number' style='width:100%'></a>",block call - mobile,,,response_value,false,keywords,block,Banner,,,2018-09-24T22:56:08.902Z,,1.0,block-mobile,,03c8ee10-20ec-4cb2-a740-76dc5f4b227e,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/smart-home/?intcmp=INT-SEA-NON-CS-smart_home-072914-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-smart_home-072914-DE-SR-LP-T"" search-banner=""smart home""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-smarthome-082615?$jpeg80$&scl=1' alt='Transform your home into a Smart Home' title='Transform your home into a Smart Home' style='width:100%'></a>",smart home,,,response_value,false,keywords,house,Banner,,,2018-09-24T22:56:08.902Z,,1.0,house-desktop,,03e85999-9628-4e38-a084-618a837d17de,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/motorola/?intcmp=INT-SEA-NON-SE-motorola_support-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-motorola_support-070215-MO-SR-SU-BO"" search-banner=""motorola support - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-moto-support-m-110615?$jpeg100$&scl=1' alt='Motorola Support' title='Motorola Support' style='width:100%'></a>",motorola support - mobile,,,response_value,false,keywords,moto,Banner,,,2018-09-24T22:56:08.902Z,,1.0,moto-mobile,,0429f0db-5d00-4805-9a63-cb8ed18c9169,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""https://play.google.com/store/apps/details?id=com.verizon.messaging.vzmsgs&hl=en?intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" search-banner=""vz messages android - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-m?$jpeg80$&scl=1' alt='Verizon Wireless - VZ Messages' title='Verizon Wireless - VZ Messages' style='width:100%'></a>",vz messages android - mobile,,,response_value,false,keywords,Amazon,Banner,,,2018-09-24T22:56:08.902Z,,1.0,Amazon-mobile,,04dc286b-ac56-4196-9354-3686657900b4,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/motorola/?intcmp=INT-SEA-NON-SE-motorola_support-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-motorola_support-070215-DE-SR-SU-T"" search-banner=""motorola support""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-moto-support-d-110615?$jpeg100$&scl=1' alt='Motorola Support' title='Motorola Support' style='width:100%'></a>",motorola support,,,response_value,false,keywords,bionic,Banner,,,2018-09-24T22:56:08.902Z,,1.0,bionic-desktop,,05718388-e137-49a4-bdb7-4f44b9df8aa1,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/voice-mail-faqs/?intcmp=INT-SEA-NON-SE-voicemail-121514-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-voicemail-121514-MO-SR-SU-BO"" search-banner=""voicemail - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-voicemail-082615-m?$jpeg80$&scl=1' alt='FAQs about VOICEMAIL' title='FAQs about VOICEMAIL' style='width:100%'></a>",voicemail - mobile,,,response_value,false,keywords,voice mail,Banner,,,2018-09-24T22:56:08.902Z,,1.0,voice-mail-mobile,,06366ce2-dc44-43fb-a9ed-319d370831d6,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/motorola/?intcmp=INT-SEA-NON-SE-motorola_support-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-motorola_support-070215-MO-SR-SU-BO"" search-banner=""motorola support - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-moto-support-m-110615?$jpeg100$&scl=1' alt='Motorola Support' title='Motorola Support' style='width:100%'></a>",motorola support - mobile,,,response_value,false,keywords,bionic,Banner,,,2018-09-24T22:56:08.902Z,,1.0,bionic-mobile,,0655f215-5fbd-41ce-86cd-d94abe2d416f,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/my-verizon-faqs/?intcmp=INT-SEA-NON-SE-change_password-010715-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-change_password-010715-MO-SR-SU-BO"" search-banner=""change password - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-mobile-change-password?$jpeg80$&scl=1' alt='Change Password' title='Change Password' style='width:100%'></a>",change password - mobile,,,response_value,false,keywords,password,Banner,,,2018-09-24T22:56:08.902Z,,1.0,password-mobile,,06d580de-4818-49c1-9a1f-65c063e00b63,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""http://support.verizonwireless.com/support/faqs/FeaturesandOptionalServices/backup_assistant_plus.html?intcmp=INT-SEA-NON-SE-backup_assistant_plus-091114-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-backup_assistant_plus-091114-MO-SR-LP-BO"" search-banner=""backup assistant plus - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-mobile-backup-assistant?$jpeg80$&scl=1' alt='Backup Assistant Plus - SAVE YOUR FILES' title='Backup Assistant Plus - SAVE YOUR FILES' style='width:100%'></a>",backup assistant plus - mobile,,,response_value,false,keywords,backup assistance,Banner,,,2018-09-24T22:56:08.902Z,,1.0,backup-assistance-mobile,,078d0c27-0fb6-4cc4-a779-1386b3643d5c,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/accessories/beats/?intcmp=INT-SEA-NON-CS-beats_by_dre-011215-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-beats_by_dre-011215-DE-SR-LP-T"" search-banner=""beats by dre""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-beats-d-110415?$jpeg100$&scl=1' alt='Beats by Dre' title='Beats by Dre' style='width:100%'></a>",beats by dre,,,response_value,false,keywords,solo2,Banner,,,2018-09-24T22:56:08.902Z,,1.0,solo2-desktop,,08230916-0f90-438e-b631-9c8808566799,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/wcms/consumer/products/verizon-messages.html?intcmp=INT-SEA-NON-SE-vz_messages-09112014-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages-09112014-MO-SR-LP-BO"" search-banner=""vz messages - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-m?$jpeg80$&scl=1' alt='Verizon Wireless - VZ Messages' title='Verizon Wireless - VZ Messages' style='width:100%'></a>",vz messages - mobile,,,response_value,false,keywords,sms,Banner,,,2018-09-24T22:56:08.902Z,,1.0,sms-mobile,,0828efe0-9c1c-4711-9dbd-a0c1d72ac0ee,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/wcms/myverizon/customer-retention.html?intcmp=INT-SEA-NON-WB-cancel-042415-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-WB-cancel-042415-DE-SR-LP-T"" search-banner=""cancel""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-customer?$defaultScaleJPG$' alt='We are not satisfied until you are.  Talk to us now 1-800-222-8588' title='We are not satisfied until you are.  Talk to us now 1-800-222-8588' style='width:100%'></a>",cancel,,,response_value,false,keywords,final bill,Banner,,,2018-09-24T22:56:08.902Z,,1.0,final-bill-desktop,,0927a760-7ff0-46e0-87ae-cfb9d2f62895,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/my-verizon-faqs/?intcmp=INT-SEA-NON-SE-change_password-010715-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-change_password-010715-DE-SR-SU-T"" search-banner=""change password""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-change-password?$defaultScaleJPG$' alt='Change Password' title='Change Password' style='width:100%'></a>",change password,,,response_value,false,keywords,password,Banner,,,2018-09-24T22:56:08.902Z,,1.0,password-desktop,,0b069e66-3e13-41fd-9c49-2722267d5bc1,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
